text_id,text,lang,text_type
t00010458,posto militar,pt,paraphrase
t00010459,quartel militar,pt,paraphrase
t00010460,quartel passageiro,pt,paraphrase
t00010461,acampamento de milicos,pt,paraphrase
t00010462,acampamento de militares,pt,paraphrase
t00010463,agente secreto,pt,expression
t00010464,agente,pt,head
t00010465,secreto,pt,modifier
t00010466,espião,pt,paraphrase
t00010467,agente,pt,paraphrase
t00010468,007,pt,paraphrase
t00010469,agente oculto,pt,paraphrase
t00010470,infiltrado,pt,paraphrase
t00010471,agente duplo,pt,paraphrase
t00010472,agente especial,pt,paraphrase
t00010473,agente infiltrado,pt,paraphrase
t00010474,investigador,pt,paraphrase
t00010475,dirigente,pt,paraphrase
t00010476,procurador,pt,paraphrase
t00010477,espia,pt,paraphrase
t00010478,serviço secreto,pt,paraphrase
t00010479,agente que é secreto,pt,paraphrase
t00010480,à paisana,pt,paraphrase
t00010481,funcionário disfarçado,pt,paraphrase
t00010482,detetive,pt,paraphrase
t00010483,agente sigiloso,pt,paraphrase
t00010484,operador oculto,pt,paraphrase
t00010485,agente cuja identidade é mantida secreta,pt,paraphrase
t00010486,agente do serviço secreto,pt,paraphrase
t00010487,agente de operações especiais,pt,paraphrase
t00010488,agente com identidade secreta,pt,paraphrase
t00010489,operativo de missão secreta,pt,paraphrase
t00010490,espião secreto,pt,paraphrase
t00010491,agente confidencial,pt,paraphrase
t00010492,agente disfarçado,pt,paraphrase
t00010493,funcionario de um lugar secreto,pt,paraphrase
t00010494,pessoa que trabalha para organização secreta,pt,paraphrase
t00010495,agente inflitrado,pt,paraphrase
t00010496,missão secreta,pt,paraphrase
t00010497,polícia secreta,pt,paraphrase
t00010498,agente do governo,pt,paraphrase
t00010499,agente que trabalha secretamente para um serviço de inteligência,pt,paraphrase
t00010500,alarme falso,pt,expression
t00010501,alarme,pt,head
t00010502,falso,pt,modifier
t00010503,engano,pt,paraphrase
t00010504,erro,pt,paraphrase
t00010505,susto,pt,paraphrase
t00010506,falso alerta,pt,paraphrase
t00010507,mal entendido,pt,paraphrase
t00010508,aviso falso,pt,paraphrase
t00010509,aviso errado,pt,paraphrase
t00010510,sinal falso,pt,paraphrase
t00010511,informação equivocada,pt,paraphrase
t00010512,falso perigo,pt,paraphrase
t00010513,notícia falsa,pt,paraphrase
t00010514,algo que estava para acontecer mas não se efetivou,pt,paraphrase
t00010515,atenção desnecessária,pt,paraphrase
t00010516,deslize,pt,paraphrase
t00010517,falsa confirmação,pt,paraphrase
t00010518,equívoco,pt,paraphrase
t00010519,falso escandalo,pt,paraphrase
t00010520,falso alarme,pt,paraphrase
t00010521,falsa notícia,pt,paraphrase
t00010522,alarme ilusório,pt,paraphrase
t00010523,alarme equivocado,pt,paraphrase
t00010524,aviso em vão,pt,paraphrase
t00010525,bote,pt,paraphrase
t00010526,pegadinha,pt,paraphrase
t00010527,alarme errado,pt,paraphrase
t00010528,alerta falso,pt,paraphrase
t00010529,alarme precipitado,pt,paraphrase
t00010530,confusão,pt,paraphrase
t00010531,alarde,pt,paraphrase
t00010532,tempestade em copo d'água,pt,paraphrase
t00010533,alarme inválido,pt,paraphrase
t00010534,falso aviso,pt,paraphrase
t00010535,esperas desnecessárias,pt,paraphrase
t00010536,expectativa não correspondida,pt,paraphrase
t00010537,falsa emergência,pt,paraphrase
t00010538,equivoco,pt,paraphrase
t00010539,mentira,pt,paraphrase
t00010540,algodão doce,pt,expression
t00010541,algodão,pt,head
t00010542,doce,pt,modifier
t00010543,algodão-doce,pt,paraphrase
t00010544,guloseima,pt,paraphrase
t00010545,doce,pt,paraphrase
t00010546,comida,pt,paraphrase
t00010547,doce de açucar,pt,paraphrase
t00010548,açucar,pt,paraphrase
t00010549,nuvem doce,pt,paraphrase
t00010550,sobremesa,pt,paraphrase
t00010551,doce de algodão,pt,paraphrase
t00010552,doce de parque,pt,paraphrase
t00010553,açúcar,pt,paraphrase
t00010554,núvem,pt,paraphrase
t00010555,açúcar derretido,pt,paraphrase
t00010556,guloseima de açúcar derretido e enrolado,pt,paraphrase
t00010557,comida de criança,pt,paraphrase
t00010558,algodão de açúcar,pt,paraphrase
t00010559,doçura,pt,paraphrase
t00010560,açúcar derretido e feito em fios muito finos,pt,paraphrase
t00010561,doce de açúcar transformado em fios macios e servido no palito,pt,paraphrase
t00010562,fio doce,pt,paraphrase
t00010563,algodão de açucar,pt,paraphrase
t00010564,nuvem de algodão,pt,paraphrase
t00010565,doce rosa,pt,paraphrase
t00010566,nuvem rosa,pt,paraphrase
t00010567,açucar em formato semelhante ão algodão,pt,paraphrase
t00010568,açúcar quase puro,pt,paraphrase
t00010569,confeito similar ão algodão,pt,paraphrase
t00010570,açúcar colorido,pt,paraphrase
t00010571,bola de açúcar,pt,paraphrase
t00010572,comida doce,pt,paraphrase
t00010573,açúcar cristalizado,pt,paraphrase
t00010574,açúcar trefilado,pt,paraphrase
t00010575,algodão adocicado,pt,paraphrase
t00010576,doce fofo,pt,paraphrase
t00010577,nuvão doce,pt,paraphrase
t00010578,doce de açúcar cristalizado,pt,paraphrase
t00010579,alto temporada,pt,expression
t00010580,temporada,pt,head
t00010581,alta,pt,modifier
t00010582,pico,pt,paraphrase
t00010583,auge,pt,paraphrase
t00010584,período de férias,pt,paraphrase
t00010585,alta estação,pt,paraphrase
t00010586,época de férias,pt,paraphrase
t00010587,temporada de férias,pt,paraphrase
t00010588,verão,pt,paraphrase
t00010589,alta demanda,pt,paraphrase
t00010590,férias,pt,paraphrase
t00010591,época de movimento,pt,paraphrase
t00010592,alta procura,pt,paraphrase
t00010593,alto movimento,pt,paraphrase
t00010594,tempo de alto movimento,pt,paraphrase
t00010595,"janeiro, fevereiro, julho e dezembro",pt,paraphrase
t00010596,boa fase,pt,paraphrase
t00010597,época de maior procura,pt,paraphrase
t00010598,época principal,pt,paraphrase
t00010599,maior procura,pt,paraphrase
t00010600,turismo,pt,paraphrase
t00010601,veraneio,pt,paraphrase
t00010602,auge da temporada,pt,paraphrase
t00010603,boa temporada,pt,paraphrase
t00010604,temporada com maior demanda,pt,paraphrase
t00010605,temporada movimentada,pt,paraphrase
t00010606,grande mobilização,pt,paraphrase
t00010607,grande movimento,pt,paraphrase
t00010608,época do ano de maior turismo,pt,paraphrase
t00010609,estação adequada para turismo,pt,paraphrase
t00010610,alto consumo,pt,paraphrase
t00010611,período intenso,pt,paraphrase
t00010612,estação quente,pt,paraphrase
t00010613,ferias ou feriado,pt,paraphrase
t00010614,férias de verão,pt,paraphrase
t00010615,grandes férias,pt,paraphrase
t00010616,grande temporada,pt,paraphrase
t00010617,apice,pt,paraphrase
t00010618,época de turismo,pt,paraphrase
t00010619,época movimentada,pt,paraphrase
t00010620,popular,pt,paraphrase
t00010621,momento de mais pessoas pelas ruas,pt,paraphrase
t00010622,temporada de mais turismo,pt,paraphrase
t00010623,época de maior movimento,pt,paraphrase
t00010624,época mais ativa,pt,paraphrase
t00010625,temporada de maior afluxo,pt,paraphrase
t00010626,temporada turística,pt,paraphrase
t00010627,muitas pessoas,pt,paraphrase
t00010628,período lotado,pt,paraphrase
t00010629,período mais procurado,pt,paraphrase
t00010630,período movimentado,pt,paraphrase
t00010631,muito movimento,pt,paraphrase
t00010632,período alto,pt,paraphrase
t00010633,ponto alto,pt,paraphrase
t00010634,alto costura,pt,expression
t00010635,costura,pt,head
t00010636,moda,pt,paraphrase
t00010637,luxo,pt,paraphrase
t00010638,alta qualidade,pt,paraphrase
t00010639,grife,pt,paraphrase
t00010640,costura de qualidade,pt,paraphrase
t00010641,qualidade,pt,paraphrase
t00010642,chique,pt,paraphrase
t00010643,sofisticado,pt,paraphrase
t00010644,de qualidade,pt,paraphrase
t00010645,alto padrão,pt,paraphrase
t00010646,perfeição,pt,paraphrase
t00010647,de ponta,pt,paraphrase
t00010648,costura de design,pt,paraphrase
t00010649,costura de luxo,pt,paraphrase
t00010650,"moda que é produzida de forma exclusiva, nos moldes de uma pessoa específica",pt,paraphrase
t00010651,moda que não é produzida em massa,pt,paraphrase
t00010652,boa qualidade,pt,paraphrase
t00010653,elegância,pt,paraphrase
t00010654,elegante,pt,paraphrase
t00010655,cobiçado,pt,paraphrase
t00010656,costura de elite,pt,paraphrase
t00010657,melhor costura,pt,paraphrase
t00010658,exclusivo,pt,paraphrase
t00010659,requintado,pt,paraphrase
t00010660,roupas bem elaboradas,pt,paraphrase
t00010661,roupas caras,pt,paraphrase
t00010662,grande costureiros,pt,paraphrase
t00010663,roupa sofistificada,pt,paraphrase
t00010664,roupas artesanais exclusivas,pt,paraphrase
t00010665,roupas de altíssima qualidade,pt,paraphrase
t00010666,elite,pt,paraphrase
t00010667,renome,pt,paraphrase
t00010668,alto nivel,pt,paraphrase
t00010669,roupas exclusivas,pt,paraphrase
t00010670,roupas originais,pt,paraphrase
t00010671,roupas bem feitas,pt,paraphrase
t00010672,roupas de qualidade,pt,paraphrase
t00010673,roupas com alta qualidade,pt,paraphrase
t00010674,fino,pt,paraphrase
t00010675,excelente fábrica,pt,paraphrase
t00010676,costura bem feita,pt,paraphrase
t00010677,costura de classe,pt,paraphrase
t00010678,costura refinada,pt,paraphrase
t00010679,marca sofisticada,pt,paraphrase
t00010680,padrão sofisticado,pt,paraphrase
t00010681,sofisticada,pt,paraphrase
t00010682,costura de alta moda,pt,paraphrase
t00010683,costura sofisticada,pt,paraphrase
t00010684,marca,pt,paraphrase
t00010685,alto mar,pt,expression
t00010686,mar,pt,head
t00010687,alto,pt,modifier
t00010688,alto-mar,pt,paraphrase
t00010689,mar alto,pt,paraphrase
t00010690,pélago,pt,paraphrase
t00010691,oceano,pt,paraphrase
t00010692,mar aberto,pt,paraphrase
t00010693,longe da costa,pt,paraphrase
t00010694,largo,pt,paraphrase
t00010695,mar profundo,pt,paraphrase
t00010696,mar fundo,pt,paraphrase
t00010697,mar,pt,paraphrase
t00010698,águas profundas,pt,paraphrase
t00010699,águas internacionais,pt,paraphrase
t00010700,no meio do oceano,pt,paraphrase
t00010701,alto oceano,pt,paraphrase
t00010702,dentro do mar,pt,paraphrase
t00010703,distante da costa,pt,paraphrase
t00010704,mar livre,pt,paraphrase
t00010705,mar a dentro,pt,paraphrase
t00010706,aguas profundas,pt,paraphrase
t00010707,em meio ão oceano,pt,paraphrase
t00010708,longe da beira do mar,pt,paraphrase
t00010709,ao oceano,pt,paraphrase
t00010710,em mar aberto,pt,paraphrase
t00010711,no oceano,pt,paraphrase
t00010712,longe da orla,pt,paraphrase
t00010713,mares profundos,pt,paraphrase
t00010714,fundo do mar,pt,paraphrase
t00010715,mar longe da costa,pt,paraphrase
t00010716,longe do beiramar,pt,paraphrase
t00010717,longe no mar,pt,paraphrase
t00010718,alem da praia,pt,paraphrase
t00010719,meio do mar,pt,paraphrase
t00010720,mar longínquo,pt,paraphrase
t00010721,mar à dentro,pt,paraphrase
t00010722,muito adentro do mar,pt,paraphrase
t00010723,deriva,pt,paraphrase
t00010724,local afastado da costa,pt,paraphrase
t00010725,longe da praia,pt,paraphrase
t00010726,mar pleno,pt,paraphrase
t00010727,mar largo,pt,paraphrase
t00010728,mar não territorial,pt,paraphrase
t00010729,alto falante,pt,expression
t00010730,falante,pt,head
t00010731,altifalante,pt,paraphrase
t00010732,altofalante,pt,paraphrase
t00010733,caixa de som,pt,paraphrase
t00010734,som,pt,paraphrase
t00010735,megafone,pt,paraphrase
t00010736,porta voz,pt,paraphrase
t00010737,emissor de som,pt,paraphrase
t00010738,speaker,pt,paraphrase
t00010739,caixa acústica,pt,paraphrase
t00010740,áudio,pt,paraphrase
t00010741,amplificador,pt,paraphrase
t00010742,aparelho de som,pt,paraphrase
t00010743,aparelho,pt,paraphrase
t00010744,reproduz ondas acústicas,pt,paraphrase
t00010745,som alto,pt,paraphrase
t00010746,saída de som,pt,paraphrase
t00010747,transdutor,pt,paraphrase
t00010748,barulho,pt,paraphrase
t00010749,caixa,pt,paraphrase
t00010750,caixa de som potente,pt,paraphrase
t00010751,cornetas,pt,paraphrase
t00010752,saida de som,pt,paraphrase
t00010753,speakers,pt,paraphrase
t00010754,viva voz,pt,paraphrase
t00010755,algo que potencializa o som,pt,paraphrase
t00010756,equipamento que produz sons,pt,paraphrase
t00010757,aparelho de sonorização,pt,paraphrase
t00010758,sistema de som,pt,paraphrase
t00010759,difusor de som,pt,paraphrase
t00010760,microfone,pt,paraphrase
t00010761,equipamento,pt,paraphrase
t00010762,amigo oculto,pt,expression
t00010763,amigo,pt,head
t00010764,oculto,pt,modifier
t00010765,sorteio,pt,paraphrase
t00010766,amigo secreto,pt,paraphrase
t00010767,amigo desconhecido,pt,paraphrase
t00010768,presente,pt,paraphrase
t00010769,amigo invisível,pt,paraphrase
t00010770,amigo surpresa,pt,paraphrase
t00010771,brincadeira,pt,paraphrase
t00010772,troca de presentes,pt,paraphrase
t00010773,jogo,pt,paraphrase
t00010774,jogo de trocas,pt,paraphrase
t00010775,amigo não revelado,pt,paraphrase
t00010776,admirador,pt,paraphrase
t00010777,anjo da guarda,pt,paraphrase
t00010778,amigo obscuro,pt,paraphrase
t00010779,presenteação,pt,paraphrase
t00010780,amigo misterioso,pt,paraphrase
t00010781,anônimo,pt,paraphrase
t00010782,jogador anônimo,pt,paraphrase
t00010783,jogador secreto,pt,paraphrase
t00010784,amigo,pt,paraphrase
t00010785,brincadeira para troca de presentes entre pessoas,pt,paraphrase
t00010786,chara,pt,paraphrase
t00010787,amigo discreto,pt,paraphrase
t00010788,amigo não anunciado,pt,paraphrase
t00010789,troca de presente de forma anônima,pt,paraphrase
t00010790,amigo x,pt,paraphrase
t00010791,brincadeira em que cada um sorteia alguém e presenteia essa pessoa,pt,paraphrase
t00010792,brincadeira de final de ano,pt,paraphrase
t00010793,amigo que não sabe quem é,pt,paraphrase
t00010794,fim de ano,pt,paraphrase
t00010795,jogo entre amigos,pt,paraphrase
t00010796,pessoa cuja identidade não é revelada,pt,paraphrase
t00010797,presenteador secreto,pt,paraphrase
t00010798,recipiente de presente secreto,pt,paraphrase
t00010799,presenteador misterioso,pt,paraphrase
t00010800,presenteador surpresa,pt,paraphrase
t00010801,presenteado,pt,paraphrase
t00010802,sorteado,pt,paraphrase
t00010803,amigo secreto,pt,expression
t00010804,amigooculto,pt,paraphrase
t00010805,amigo oculto,pt,paraphrase
t00010806,amigo sorteado,pt,paraphrase
t00010807,amigo escondido,pt,paraphrase
t00010808,brincadeira para datas comemorativas,pt,paraphrase
t00010809,colega,pt,paraphrase
t00010810,amigo da onça,pt,paraphrase
t00010811,parceiro em evento amigável,pt,paraphrase
t00010812,pessoa sorteada ão acaso,pt,paraphrase
t00010813,confraternização,pt,paraphrase
t00010814,pessoa sorteada,pt,paraphrase
t00010815,amio que não se sabe quem é,pt,paraphrase
t00010816,presentear,pt,paraphrase
t00010817,escohido para dar presente,pt,paraphrase
t00010818,escolhido pelo jogo,pt,paraphrase
t00010819,pessoa desconhecida,pt,paraphrase
t00010820,jogo de presentes,pt,paraphrase
t00010821,ganhador de presente,pt,paraphrase
t00010822,pessoa misteriosa,pt,paraphrase
t00010823,recebedor/doador de presente,pt,paraphrase
t00010824,amigo sorteado para o qual se dará um presente,pt,paraphrase
t00010825,evento a fim de proporcionar interação entre um grupo de amigos,pt,paraphrase
t00010826,amor próprio,pt,expression
t00010827,amor,pt,head
t00010828,próprio,pt,modifier
t00010829,autoestima,pt,paraphrase
t00010830,auto estima,pt,paraphrase
t00010831,orgulho,pt,paraphrase
t00010832,amor por si mesmo,pt,paraphrase
t00010833,amar a si mesmo,pt,paraphrase
t00010834,dignidade,pt,paraphrase
t00010835,vaidade,pt,paraphrase
t00010836,aceitação,pt,paraphrase
t00010837,autorespeito,pt,paraphrase
t00010838,gostar de si mesmo,pt,paraphrase
t00010839,ego,pt,paraphrase
t00010840,auto confiança,pt,paraphrase
t00010841,amor a si mesmo,pt,paraphrase
t00010842,repeito proprio,pt,paraphrase
t00010843,compaixão,pt,paraphrase
t00010844,autorrespeito,pt,paraphrase
t00010845,prudência,pt,paraphrase
t00010846,auto confianca,pt,paraphrase
t00010847,auto estima evelada,pt,paraphrase
t00010848,envaidecimento,pt,paraphrase
t00010849,amor para si mesmo,pt,paraphrase
t00010850,respeito próprio,pt,paraphrase
t00010851,auto valorização,pt,paraphrase
t00010852,dignidade própria,pt,paraphrase
t00010853,se amar,pt,paraphrase
t00010854,afeto proprio,pt,paraphrase
t00010855,amor a si,pt,paraphrase
t00010856,autocompaixão,pt,paraphrase
t00010857,estar seguro de si,pt,paraphrase
t00010858,respeitar a própria decisão,pt,paraphrase
t00010859,amar a si,pt,paraphrase
t00010860,auto suficiencia,pt,paraphrase
t00010861,autovalorização,pt,paraphrase
t00010862,egoismo do bem,pt,paraphrase
t00010863,amor a própria pessoa,pt,paraphrase
t00010864,auto aceitação,pt,paraphrase
t00010865,gostar de si,pt,paraphrase
t00010866,aceitação pessoal,pt,paraphrase
t00010867,apreço a si mesmo,pt,paraphrase
t00010868,consideração,pt,paraphrase
t00010869,amar a mim,pt,paraphrase
t00010870,altivez,pt,paraphrase
t00010871,ano novo,pt,expression
t00010872,ano,pt,head
t00010873,novo,pt,modifier
t00010874,réveillon,pt,paraphrase
t00010875,recomeço,pt,paraphrase
t00010876,reveillon,pt,paraphrase
t00010877,virada,pt,paraphrase
t00010878,virada do ano,pt,paraphrase
t00010879,1 de janeiro,pt,paraphrase
t00010880,feriado,pt,paraphrase
t00010881,ano bom,pt,paraphrase
t00010882,novo ano,pt,paraphrase
t00010883,virada de ano,pt,paraphrase
t00010884,final de ano,pt,paraphrase
t00010885,passagem de ano,pt,paraphrase
t00010886,novo ano civil começa,pt,paraphrase
t00010887,entrada,pt,paraphrase
t00010888,ano que começou recentemente,pt,paraphrase
t00010889,ano que vai começar,pt,paraphrase
t00010890,primeiro de janeiro,pt,paraphrase
t00010891,transição entre dois anos,pt,paraphrase
t00010892,ano que está por vir,pt,paraphrase
t00010893,ano seguinte,pt,paraphrase
t00010894,31 de dezembro,pt,paraphrase
t00010895,festa,pt,paraphrase
t00010896,início de ano,pt,paraphrase
t00010897,alegria,pt,paraphrase
t00010898,"recomeço, novo ano, esperança, réveillon",pt,paraphrase
t00010899,começo de ano,pt,paraphrase
t00010900,transição de ano,pt,paraphrase
